city,make,model,variant,mileage,make_year,price,fuel_type,no_of_owners,color,body_type,transmission,registration_year,car_age,make_model
delhi,tata,nexon,xz petrol,45086,2019,613000,petrol,1,silver,suv,manual,2019,7,tata_nexon
delhi,maruti suzuki,baleno,alpha mt,25963,2022,708000,petrol,2,blue,hatchback,manual,2022,4,maruti suzuki_baleno
delhi,maruti suzuki,fronx,delta plus 1.2l ags,13751,2024,852000,petrol,1,grey,suv,automatic,2024,2,maruti suzuki_fronx
delhi,kia,seltos,gtx plus dct,76542,2021,1355278,petrol,1,black,suv,automatic,2021,5,kia_seltos
delhi,maruti suzuki,dzire,vxi,34586,2018,505000,petrol,1,silver,sedan,manual,2018,8,maruti suzuki_dzire
delhi,hyundai,new i20,asta 1.0 turbo imt,33828,2021,765000,petrol,2,white,hatchback,manual,2021,5,hyundai_new i20
delhi,kia,carens,prestige plus 1.5 turbo petrol dct 7 str,22843,2023,1420973,petrol,1,blue,muv,automatic,2023,3,kia_carens
delhi,hyundai,verna,sx (o)1.6 vtvt,34303,2019,899000,petrol,1,white,sedan,manual,2019,7,hyundai_verna
delhi,hyundai,elite i20,asta 1.2,34162,2017,541000,petrol,1,red,hatchback,manual,2017,9,hyundai_elite i20
delhi,maruti suzuki,vitara brezza,vxi,20031,2021,742000,petrol,1,red,suv,manual,2021,5,maruti suzuki_vitara brezza
delhi,maruti suzuki,wagon r 1.0,lxi cng,50658,2013,249000,petrol+cng,1,red,hatchback,manual,2013,13,maruti suzuki_wagon r 1.0
delhi,ford,ecosport,sports petrol,33374,2021,854000,petrol,1,white,suv,manual,2021,5,ford_ecosport
delhi,maruti suzuki,ciaz,alpha 1.5 at,49384,2022,920000,petrol,1,white,sedan,automatic,2022,4,maruti suzuki_ciaz
delhi,mahindra,scorpio n,z8 l diesel at 7 str,31627,2022,1980513,diesel,1,brown,suv,automatic,2022,4,mahindra_scorpio n
delhi,maruti suzuki,baleno,zeta 1.2,117562,2016,412000,petrol,1,silver,hatchback,manual,2016,10,maruti suzuki_baleno
delhi,ford,ecosport,titanium 1.5l ti-vct,78543,2019,648000,petrol,1,red,suv,manual,2019,7,ford_ecosport
delhi,honda,amaze,vx 1.2 petrol cvt,6756,2024,917000,petrol,1,grey,sedan,automatic,2025,2,honda_amaze
delhi,maruti suzuki,baleno,zeta,16655,2021,667000,petrol,1,white,hatchback,manual,2021,5,maruti suzuki_baleno
delhi,nissan,magnite,xl turbo,36390,2021,531000,petrol,2,white,suv,manual,2021,5,nissan_magnite
delhi,hyundai,creta,1.6 sx plus petrol,92880,2018,735000,petrol,1,white,suv,manual,2018,8,hyundai_creta
delhi,kia,sonet,htx 1.0 imt,78984,2021,791000,petrol,1,white,suv,manual,2021,5,kia_sonet
delhi,hyundai,venue,sx 1.0 turbo imt,25577,2021,751000,petrol,2,white,suv,manual,2021,5,hyundai_venue
delhi,renault,kwid,rxl,73425,2020,306000,petrol,1,red,hatchback,manual,2020,6,renault_kwid
delhi,hyundai,new santro 1.1,sportz executive cng,71421,2022,504000,petrol+cng,1,grey,hatchback,manual,2022,4,hyundai_new santro 1.1
delhi,toyota,glanza,g,31079,2022,689000,petrol,1,blue,hatchback,manual,2022,4,toyota_glanza
delhi,mahindra,thar,lx hard top petrol at 4wd,87378,2022,1193625,petrol,1,black,suv,automatic,2022,4,mahindra_thar
delhi,kia,carens,prestige plus 1.4 petrol mt 7 str,30452,2022,1176508,petrol,1,blue,muv,manual,2022,4,kia_carens
delhi,maruti suzuki,baleno,zeta 1.2,40185,2016,433000,petrol,1,blue,hatchback,manual,2016,10,maruti suzuki_baleno
delhi,honda,amaze,1.2 s i-vtec,73893,2015,341000,petrol,1,grey,sedan,manual,2015,11,honda_amaze
delhi,hyundai,elite i20,sportz 1.2 (o),69034,2014,375000,petrol,1,white,hatchback,manual,2014,12,hyundai_elite i20
delhi,kia,seltos,gtx plus dct,79111,2019,1125000,petrol,1,grey,suv,automatic,2020,7,kia_seltos
delhi,tata,safari,xz plus dark edition,32673,2023,1855000,diesel,1,black,suv,manual,2023,3,tata_safari
delhi,maruti suzuki,wagon r stingray,vxi,79771,2014,197000,petrol,3,grey,hatchback,manual,2014,12,maruti suzuki_wagon r stingray
delhi,renault,kiger,rxt turbo cvt,38948,2022,745000,petrol,1,brown,suv,automatic,2022,4,renault_kiger
delhi,hyundai,eon,era +,48628,2014,221000,petrol,1,grey,hatchback,manual,2014,12,hyundai_eon
delhi,tata,nexon,xz plus s,52893,2021,749000,petrol,2,white,suv,manual,2021,5,tata_nexon
delhi,maruti suzuki,s-presso,vxi opt cng,95210,2020,385000,petrol+cng,1,grey,hatchback,manual,2020,6,maruti suzuki_s-presso
delhi,kia,sonet,htx plus 1.0 imt,48799,2022,972000,petrol,1,black,suv,manual,2022,4,kia_sonet
delhi,hyundai,tucson,2wd mt petrol,70677,2017,997000,petrol,1,red,suv,manual,2017,9,hyundai_tucson
delhi,maruti suzuki,wagon r 1.0,lxi cng,82454,2012,199000,cng,1,white,hatchback,manual,2012,14,maruti suzuki_wagon r 1.0
delhi,maruti suzuki,s-cross,zeta,31363,2021,808000,petrol,1,grey,suv,manual,2021,5,maruti suzuki_s-cross
delhi,hyundai,new santro 1.1,sportz cng,60863,2019,448000,petrol+cng,1,beige,hatchback,manual,2019,7,hyundai_new santro 1.1
delhi,maruti suzuki,new ertiga,zxi at,93757,2019,791000,petrol,1,red,muv,automatic,2019,7,maruti suzuki_new ertiga
delhi,ford,figo,titanium plus 1.2 ti-vct at,71868,2021,571000,petrol,1,white,hatchback,automatic,2021,5,ford_figo
delhi,hyundai,elite i20,asta 1.2,45677,2017,522000,petrol,1,blue,hatchback,manual,2017,9,hyundai_elite i20
delhi,nissan,magnite,xl,100156,2021,467000,petrol,1,silver,suv,manual,2021,5,nissan_magnite
delhi,honda,amaze,1.2 s i-vtec opt,63436,2018,458000,petrol,1,white,sedan,manual,2018,8,honda_amaze
delhi,maruti suzuki,baleno,alpha 1.2,79727,2016,455000,petrol,1,silver,hatchback,manual,2016,10,maruti suzuki_baleno
delhi,hyundai,fluidic verna 4s,1.6 vtvt sx,53488,2016,524000,petrol,2,white,sedan,manual,2016,10,hyundai_fluidic verna 4s
delhi,maruti suzuki,baleno,rs 1.0,44312,2017,517000,petrol,1,blue,hatchback,manual,2017,9,maruti suzuki_baleno
delhi,honda,city,zx cvt petrol,44667,2021,1156308,petrol,1,grey,sedan,automatic,2021,5,honda_city
delhi,maruti suzuki,ciaz,delta 1.4 at,78139,2017,573000,petrol,1,red,sedan,automatic,2017,9,maruti suzuki_ciaz
delhi,hyundai,fluidic verna 4s,1.6 vtvt sx,39156,2015,528000,petrol,1,white,sedan,manual,2015,11,hyundai_fluidic verna 4s
delhi,ford,ecosport,titanium 1.5l ti-vct at,39591,2016,521000,petrol,2,white,suv,automatic,2016,10,ford_ecosport
delhi,hyundai,verna,sx (o) 1.5 crdi,122106,2021,978000,diesel,1,black,sedan,manual,2021,5,hyundai_verna
delhi,hyundai,creta,sx opt turbo dct petrol,57219,2022,1500000,petrol,1,black,suv,automatic,2022,4,hyundai_creta
delhi,ford,ecosport,titanium 1.5l ti-vct,67684,2016,449000,petrol,2,white,suv,manual,2016,10,ford_ecosport
delhi,kia,seltos,htk plus g,34137,2021,1051000,petrol,1,grey,suv,manual,2021,5,kia_seltos
delhi,maruti suzuki,ignis,delta 1.2 amt,6268,2023,609000,petrol,1,white,hatchback,automatic,2023,3,maruti suzuki_ignis
delhi,tata,nexon,xz plus (o),88659,2021,756000,petrol,1,grey,suv,manual,2021,5,tata_nexon
delhi,maruti suzuki,swift,lxi (o),24286,2016,387000,petrol,1,white,hatchback,manual,2016,10,maruti suzuki_swift
delhi,maruti suzuki,alto 800,lxi,41374,2014,206000,petrol,1,grey,hatchback,manual,2014,12,maruti suzuki_alto 800
delhi,skoda,slavia,active 1.0l tsi mt,47795,2022,874000,petrol,1,grey,sedan,manual,2022,4,skoda_slavia
delhi,kia,seltos,htx ivt g,102562,2019,977000,petrol,1,grey,suv,automatic,2019,7,kia_seltos
delhi,maruti suzuki,baleno,alpha,51633,2021,690000,petrol,1,blue,hatchback,manual,2021,5,maruti suzuki_baleno
delhi,mahindra,thar,lx hard top petrol at 4wd,43325,2021,1252205,petrol,1,grey,suv,automatic,2021,5,mahindra_thar
delhi,mahindra,thar,lx hard top petrol at 4wd,45789,2022,1284525,petrol,1,black,suv,automatic,2022,4,mahindra_thar
delhi,hyundai,elite i20,sportz 1.2,109231,2016,404000,petrol,1,white,hatchback,manual,2016,10,hyundai_elite i20
delhi,hyundai,verna,fluidic 1.6 vtvt sx opt at,26990,2012,360000,petrol,2,silver,sedan,automatic,2012,14,hyundai_verna
delhi,honda,city,vx cvt,59613,2017,703000,petrol,1,brown,sedan,automatic,2017,9,honda_city
delhi,maruti suzuki,wagon r 1.0,lxi cng (outside fitted),72340,2016,289000,cng,1,grey,hatchback,manual,2016,10,maruti suzuki_wagon r 1.0
delhi,volkswagen,polo,gt,70175,2021,756000,petrol,1,white,hatchback,automatic,2021,5,volkswagen_polo
delhi,tata,tiago,revotron xz plus cng,41787,2022,617000,petrol+cng,1,grey,hatchback,manual,2022,4,tata_tiago
delhi,maruti suzuki,baleno,delta 1.2 at,63704,2016,462000,petrol,1,silver,hatchback,automatic,2016,10,maruti suzuki_baleno
delhi,hyundai,verna,sx 1.6 vtvt,96096,2018,683000,petrol,1,black,sedan,manual,2018,8,hyundai_verna
delhi,kia,seltos,x line dct,79891,2022,1418953,petrol,1,grey,suv,automatic,2022,4,kia_seltos
delhi,hyundai,grand i10 nios,sportz 1.2 kappa vtvt,119512,2022,506000,petrol,1,blue,hatchback,manual,2022,4,hyundai_grand i10 nios
delhi,honda,wr-v,vx mt petrol,31297,2018,639000,petrol,1,orange,suv,manual,2018,8,honda_wr-v
delhi,hyundai,verna,sx (o) 1.0 turbo dct,64834,2020,1058000,petrol,1,white,sedan,automatic,2021,6,hyundai_verna
delhi,maruti suzuki,baleno,zeta ags,25961,2023,763000,petrol,1,silver,hatchback,automatic,2023,3,maruti suzuki_baleno
delhi,hyundai,elite i20,sportz 1.2 (o),81926,2015,423000,petrol,1,silver,hatchback,manual,2015,11,hyundai_elite i20
delhi,nissan,magnite,xv premium turbo cvt,30997,2021,760000,petrol,1,white,suv,automatic,2021,5,nissan_magnite
delhi,maruti suzuki,baleno,zeta,31350,2019,570000,petrol,1,blue,hatchback,manual,2019,7,maruti suzuki_baleno
delhi,maruti suzuki,baleno,alpha ags,20301,2023,832000,petrol,1,silver,hatchback,automatic,2023,3,maruti suzuki_baleno
delhi,maruti suzuki,baleno,alpha ags,8415,2024,911000,petrol,1,white,hatchback,automatic,2024,2,maruti suzuki_baleno
delhi,volkswagen,polo,highline1.2l (p),96976,2013,289000,petrol,1,white,hatchback,manual,2013,13,volkswagen_polo
delhi,tata,tiago,xz plus dual tone roof,50023,2019,447000,petrol,2,red,hatchback,manual,2019,7,tata_tiago
delhi,maruti suzuki,swift,vxi,31672,2014,320000,petrol,1,red,hatchback,manual,2014,12,maruti suzuki_swift
delhi,hyundai,verna,sx (o) 1.6 vtvt at,62270,2017,820000,petrol,1,silver,sedan,automatic,2017,9,hyundai_verna
delhi,tata,altroz,xz plus (s),25396,2023,759000,petrol,1,grey,hatchback,manual,2023,3,tata_altroz
delhi,hyundai,grand i10,sportz 1.2 kappa vtvt,24704,2019,498000,petrol,1,white,hatchback,manual,2019,7,hyundai_grand i10
delhi,honda,wr-v,vx mt petrol,32736,2018,646000,petrol,1,white,suv,manual,2018,8,honda_wr-v
delhi,honda,city,vx,48355,2016,586000,petrol,1,white,sedan,manual,2016,10,honda_city
delhi,honda,city,1.5 v mt,101113,2011,220000,petrol,2,silver,sedan,manual,2011,15,honda_city
delhi,hyundai,grand i10,asta 1.2 kappa vtvt,33056,2015,399000,petrol,1,white,hatchback,manual,2015,11,hyundai_grand i10
delhi,tata,tiago,revotron xz plus,89349,2021,495000,petrol,1,grey,hatchback,manual,2021,5,tata_tiago
delhi,maruti suzuki,dzire,vxi,90631,2018,465000,petrol,1,white,sedan,manual,2018,8,maruti suzuki_dzire
delhi,hyundai,verna,sx 1.6 vtvt,75190,2017,676000,petrol,1,white,sedan,manual,2018,9,hyundai_verna
delhi,hyundai,verna,1.6 vtvt sx opt cng (outside fitted),44604,2011,270000,cng,2,purple,sedan,manual,2011,15,hyundai_verna
delhi,maruti suzuki,ciaz,zxi+,59900,2016,516000,petrol,1,brown,sedan,manual,2016,10,maruti suzuki_ciaz
delhi,tata,tigor,revotron xz cng,64155,2022,557000,petrol+cng,1,white,sedan,manual,2022,4,tata_tigor
delhi,hyundai,creta,1.6 sx plus auto petrol,54711,2018,866000,petrol,1,silver,suv,automatic,2018,8,hyundai_creta
delhi,tata,nexon,xz plus,51645,2019,584000,petrol,2,white,suv,manual,2019,7,tata_nexon
delhi,ford,ecosport,titanium 1.5 ti-vct at,112298,2014,395000,petrol,2,white,suv,automatic,2014,12,ford_ecosport
delhi,hyundai,venue,sx 1.2 petrol,52956,2022,838000,petrol,1,red,suv,manual,2022,4,hyundai_venue
delhi,honda,city,v 4th gen,58698,2017,650000,petrol,1,brown,sedan,manual,2017,9,honda_city
delhi,maruti suzuki,baleno,sigma mt,5397,2024,672000,petrol,1,blue,hatchback,manual,2024,2,maruti suzuki_baleno
delhi,hyundai,grand i10 nios,asta 1.2 kappa amt,6136,2024,806000,petrol,1,white,hatchback,automatic,2024,2,hyundai_grand i10 nios
delhi,honda,city,zx cvt petrol,40397,2021,1121955,petrol,1,grey,sedan,automatic,2021,5,honda_city
delhi,maruti suzuki,wagon r 1.0,lxi cng,93313,2013,220000,cng,1,white,hatchback,manual,2013,13,maruti suzuki_wagon r 1.0
delhi,maruti suzuki,new ertiga,zxi plus,62081,2019,775000,petrol,1,red,muv,manual,2019,7,maruti suzuki_new ertiga
delhi,honda,city,v,101457,2016,485000,petrol,1,white,sedan,manual,2016,10,honda_city
delhi,maruti suzuki,baleno,alpha 1.2,28973,2017,520000,petrol,1,white,hatchback,manual,2017,9,maruti suzuki_baleno
delhi,honda,elevate,vx mt,15861,2024,1310000,petrol,1,white,suv,manual,2024,2,honda_elevate
delhi,honda,city,zx cvt,59721,2017,789000,petrol,1,brown,sedan,automatic,2017,9,honda_city
delhi,maruti suzuki,ertiga,vxi cng (outside fitted),44079,2013,441000,cng,1,white,muv,manual,2013,13,maruti suzuki_ertiga
delhi,renault,triber,rxz,54601,2021,536000,petrol,1,white,muv,manual,2021,5,renault_triber
delhi,hyundai,creta,sx opt turbo dct petrol,49767,2023,1579000,petrol,1,white,suv,automatic,2023,3,hyundai_creta
delhi,maruti suzuki,alto k10,vxi amt,42024,2015,226000,petrol,3,orange,hatchback,automatic,2015,11,maruti suzuki_alto k10
delhi,hyundai,elite i20,asta 1.2 (o) cvt,36867,2019,599000,petrol,2,grey,hatchback,automatic,2019,7,hyundai_elite i20
delhi,maruti suzuki,celerio,zxi plus,12798,2021,532000,petrol,1,blue,hatchback,manual,2022,5,maruti suzuki_celerio
delhi,hyundai,creta,1.6 sx plus petrol,51712,2016,646000,petrol,2,white,suv,manual,2016,10,hyundai_creta
delhi,maruti suzuki,dzire,vxi amt,37312,2018,529000,petrol,1,silver,sedan,automatic,2018,8,maruti suzuki_dzire
delhi,kia,seltos,gtx,66513,2019,1050045,petrol,1,white,suv,manual,2019,7,kia_seltos
delhi,honda,amaze,1.2 s i-vtec opt,48157,2018,462000,petrol,1,grey,sedan,manual,2018,8,honda_amaze
delhi,tata,nexon,xz plus,30438,2021,787000,petrol,1,white,suv,manual,2021,5,tata_nexon
delhi,hyundai,creta,1.6 sx at vtvt,54049,2019,937000,petrol,1,red,suv,automatic,2019,7,hyundai_creta
delhi,tata,punch,creative amt dual tone,8610,2023,849000,petrol,1,grey,suv,automatic,2023,3,tata_punch
delhi,tata,tiago nrg,petrol,98054,2018,379000,petrol,1,grey,hatchback,manual,2018,8,tata_tiago nrg
delhi,honda,jazz,v at petrol,33935,2016,475000,petrol,1,white,hatchback,automatic,2016,10,honda_jazz
delhi,renault,kwid,1.0 rxl amt,24015,2017,246000,petrol,3,white,hatchback,automatic,2017,9,renault_kwid
delhi,renault,kwid,rxt 1.0 sce edition,53151,2017,270000,petrol,1,bronze,hatchback,manual,2017,9,renault_kwid
delhi,hyundai,creta,1.6l sx vtvt,100757,2019,809000,petrol,1,black,suv,manual,2019,7,hyundai_creta
delhi,nissan,sunny,xv,108223,2014,290000,petrol,1,grey,sedan,manual,2015,12,nissan_sunny
delhi,hyundai,grand i10,sportz 1.2 kappa vtvt,26468,2014,334000,petrol,1,grey,hatchback,manual,2015,12,hyundai_grand i10
delhi,skoda,slavia,style 1.0l tsi at,61313,2022,1181603,petrol,1,grey,sedan,automatic,2022,4,skoda_slavia
delhi,maruti suzuki,dzire,vxi,38361,2017,489000,petrol,1,grey,sedan,manual,2017,9,maruti suzuki_dzire
delhi,ford,ecosport,trend + 1.5l ti-vct at,43304,2018,633000,petrol,1,silver,suv,automatic,2018,8,ford_ecosport
delhi,honda,wr-v,s mt petrol,67803,2018,529000,petrol,1,silver,suv,manual,2018,8,honda_wr-v
delhi,kia,sonet,htx plus 1.0 imt,50122,2021,903000,petrol,1,grey,suv,manual,2021,5,kia_sonet
delhi,maruti suzuki,baleno,alpha 1.2,21944,2018,587000,petrol,1,blue,hatchback,manual,2018,8,maruti suzuki_baleno
delhi,tata,safari,xt plus dark edition,23882,2023,1688525,diesel,1,black,suv,manual,2023,3,tata_safari
delhi,toyota,urban cruiser hyryder,v hybrid,34484,2023,1741000,hybrid,1,blue,suv,automatic,2023,3,toyota_urban cruiser hyryder
delhi,hyundai,alcazar,signature (o) 6 str 1.5 diesel at,67024,2022,1536113,diesel,1,white,suv,automatic,2022,4,hyundai_alcazar
delhi,hyundai,eon,magna +,44761,2016,250000,petrol,2,grey,hatchback,manual,2016,10,hyundai_eon
delhi,hyundai,grand i10 nios,sportz 1.2 kappa vtvt,36592,2020,512000,petrol,1,blue,hatchback,manual,2020,6,hyundai_grand i10 nios
delhi,tata,tiago nrg,petrol,81242,2018,406000,petrol,1,brown,hatchback,manual,2018,8,tata_tiago nrg
delhi,renault,duster,rxs cvt,91627,2018,536000,petrol,1,silver,suv,automatic,2018,8,renault_duster
delhi,honda,city,zx petrol,31824,2022,1160348,petrol,1,white,sedan,manual,2022,4,honda_city
delhi,skoda,rapid new,style petrol at,55504,2017,550000,petrol,2,red,sedan,automatic,2018,9,skoda_rapid new
delhi,maruti suzuki,ciaz,delta hybrid 1.5 at,96307,2019,584000,petrol,2,silver,sedan,automatic,2019,7,maruti suzuki_ciaz
delhi,maruti suzuki,baleno,zeta,56499,2021,619000,petrol,1,grey,hatchback,manual,2021,5,maruti suzuki_baleno
delhi,hyundai,venue,sx 1.0  turbo imt,30724,2021,811000,petrol,1,white,suv,manual,2021,5,hyundai_venue
delhi,hyundai,creta,1.6 sx plus auto petrol,57914,2016,737000,petrol,1,blue,suv,automatic,2016,10,hyundai_creta
delhi,mahindra,thar,lx hard top petrol at 4wd,17386,2023,1447135,petrol,1,grey,suv,automatic,2023,3,mahindra_thar
delhi,maruti suzuki,xl6,alpha at petrol,35168,2019,912000,petrol,1,bronze,muv,automatic,2019,7,maruti suzuki_xl6
delhi,maruti suzuki,fronx,alpha 1.0l turbo mt,23669,2023,1049000,petrol,1,white,suv,manual,2023,3,maruti suzuki_fronx
delhi,mahindra,thar,lx 4 str hard top petrol at 4wd,43309,2021,1246243,petrol,1,red,suv,automatic,2021,5,mahindra_thar
delhi,volkswagen,ameo,1.0 trendline petrol,63236,2019,415000,petrol,1,white,sedan,manual,2019,7,volkswagen_ameo
delhi,hyundai,elite i20,sportz 1.2,35791,2015,446000,petrol,1,silver,hatchback,manual,2015,11,hyundai_elite i20
delhi,maruti suzuki,wagon r 1.0,vxi+ amt,51766,2017,351000,petrol,2,grey,hatchback,automatic,2017,9,maruti suzuki_wagon r 1.0
delhi,maruti suzuki,alto 800,lxi,20665,2014,221000,petrol,1,white,hatchback,manual,2014,12,maruti suzuki_alto 800
delhi,maruti suzuki,baleno,delta 1.2,46597,2016,423000,petrol,1,white,hatchback,manual,2016,10,maruti suzuki_baleno
delhi,maruti suzuki,alto k10,vxi,60520,2016,271000,petrol,1,silver,hatchback,manual,2016,10,maruti suzuki_alto k10
delhi,hyundai,verna,sx 1.6 vtvt,41808,2019,716000,petrol,2,silver,sedan,manual,2019,7,hyundai_verna
delhi,honda,city,zx cvt,97530,2017,740000,petrol,1,white,sedan,automatic,2017,9,honda_city
delhi,hyundai,verna,fluidic 1.6 vtvt sx,82667,2012,297000,petrol,1,silver,sedan,manual,2012,14,hyundai_verna
delhi,hyundai,grand i10,sportz (o) 1.2 kappa vtvt,61947,2017,392000,petrol,2,white,hatchback,manual,2017,9,hyundai_grand i10
delhi,ford,ecosport,titanium 1.5l ti-vct,90241,2018,590000,petrol,1,brown,suv,manual,2018,8,ford_ecosport
delhi,renault,kiger,rxz turbo cvt,47435,2022,775000,petrol,1,violet,suv,automatic,2022,4,renault_kiger
delhi,hyundai,venue,sx 1.0  turbo imt,58388,2022,791000,petrol,1,blue,suv,manual,2022,4,hyundai_venue
delhi,mahindra,kuv100,k4 6 str,60576,2016,306000,petrol,1,grey,crossover,manual,2016,10,mahindra_kuv100
delhi,hyundai,venue,s+ 1.2,24701,2022,797000,petrol,1,blue,suv,manual,2022,4,hyundai_venue
delhi,honda,city,v petrol,19495,2022,976000,petrol,1,white,sedan,manual,2022,4,honda_city
delhi,hyundai,venue,sx 1.0  turbo,28154,2022,862000,petrol,1,white,suv,manual,2022,4,hyundai_venue
delhi,maruti suzuki,baleno,alpha 1.2 at,35178,2017,580000,petrol,1,blue,hatchback,automatic,2017,9,maruti suzuki_baleno
delhi,honda,brio,vx at,31716,2013,304000,petrol,1,brown,hatchback,automatic,2013,13,honda_brio
delhi,kia,seltos,htx ivt 1.5,30648,2021,1091668,petrol,2,black,suv,automatic,2021,5,kia_seltos
delhi,mahindra,kuv100,k6+ 6 str,83925,2016,295000,petrol,1,white,crossover,manual,2016,10,mahindra_kuv100
delhi,hyundai,grand i10,sportz 1.2 kappa vtvt,76419,2016,334000,petrol,2,maroon,hatchback,manual,2016,10,hyundai_grand i10
delhi,renault,kwid,rxt 1.0 sce edition,39934,2018,296000,petrol,1,silver,hatchback,manual,2018,8,renault_kwid
delhi,honda,mobilio,v petrol,40784,2014,399000,petrol,1,white,muv,manual,2014,12,honda_mobilio
delhi,tata,tiago nrg,petrol+cng(outside fitted),53434,2019,419000,cng,2,grey,hatchback,manual,2020,7,tata_tiago nrg
delhi,toyota,corolla altis,g petrol,67458,2016,610000,petrol,2,white,sedan,manual,2016,10,toyota_corolla altis
delhi,toyota,corolla altis,vl cvt petrol,58000,2018,1094000,petrol,1,silver,sedan,automatic,2018,8,toyota_corolla altis
delhi,toyota,innova crysta,gx 2.4 at 7 str,51277,2022,1947183,diesel,1,silver,muv,automatic,2022,4,toyota_innova crysta
delhi,hyundai,creta,sx (o) at diesel,43633,2022,1557278,diesel,1,white,suv,automatic,2022,4,hyundai_creta
delhi,mahindra,thar,lx 4 str convertible diesel at 4wd,27750,2021,1342193,diesel,1,black,suv,automatic,2021,5,mahindra_thar
delhi,maruti suzuki,dzire,zxi plus,44141,2021,641000,petrol,1,red,sedan,manual,2021,5,maruti suzuki_dzire
delhi,hyundai,verna,1.6 vtvt sx + at,47736,2019,925000,petrol,1,white,sedan,automatic,2019,7,hyundai_verna
delhi,maruti suzuki,xl6,alpha plus at petrol,8587,2023,1349000,petrol,1,white,muv,automatic,2023,3,maruti suzuki_xl6
delhi,toyota,corolla altis,j(s) petrol,83908,2015,531000,petrol,1,grey,sedan,manual,2015,11,toyota_corolla altis
delhi,renault,kwid,1.0 rxl,72025,2017,244000,petrol,1,silver,hatchback,manual,2017,9,renault_kwid
delhi,tata,tiago nrg,xz amt,31814,2021,580000,petrol,1,grey,hatchback,automatic,2022,5,tata_tiago nrg
delhi,maruti suzuki,swift dzire,vxi,77836,2016,354000,petrol,2,white,sedan,manual,2016,10,maruti suzuki_swift dzire
delhi,tata,nexon,xza plus diesel dark edition,70794,2021,761000,diesel,1,black,suv,automatic,2021,5,tata_nexon
delhi,honda,jazz,sv petrol+cng(outside fitted),89514,2017,388000,cng,1,brown,hatchback,manual,2017,9,honda_jazz
delhi,renault,kwid,rxt 1.0 sce edition,68016,2017,243000,petrol,2,red,hatchback,manual,2017,9,renault_kwid
delhi,honda,city,1.5 s mt,35025,2012,297000,petrol,1,brown,sedan,manual,2012,14,honda_city
delhi,skoda,slavia,ambition 1.0l tsi at,41819,2022,1135143,petrol,1,grey,sedan,automatic,2022,4,skoda_slavia
delhi,tata,altroz,xz plus 1.5,24060,2023,838000,diesel,1,grey,hatchback,manual,2023,3,tata_altroz
delhi,honda,city,sv petrol,44003,2019,721000,petrol,1,silver,sedan,manual,2019,7,honda_city
delhi,honda,city,s,53465,2014,439000,petrol,1,red,sedan,manual,2014,12,honda_city
delhi,maruti suzuki,alto 800,lxi,64234,2014,207000,petrol,1,silver,hatchback,manual,2014,12,maruti suzuki_alto 800
delhi,maruti suzuki,alto k10,vxi plus,2094,2024,489000,petrol,1,grey,hatchback,manual,2024,2,maruti suzuki_alto k10
delhi,honda,city,zx cvt petrol,41736,2022,1253268,petrol,1,brown,sedan,automatic,2022,4,honda_city
delhi,kia,seltos,htx ivt g,73037,2019,1087000,petrol,1,grey,suv,automatic,2019,7,kia_seltos
delhi,honda,city,v,83096,2015,473000,petrol,1,silver,sedan,manual,2015,11,honda_city
delhi,maruti suzuki,swift,vxi,118985,2018,441000,petrol,1,grey,hatchback,manual,2018,8,maruti suzuki_swift
delhi,hyundai,elite i20,sportz 1.2,55180,2017,455000,petrol,2,grey,hatchback,manual,2017,9,hyundai_elite i20
delhi,maruti suzuki,alto 800,lxi,63618,2017,256000,petrol,1,white,hatchback,manual,2017,9,maruti suzuki_alto 800
delhi,hyundai,new santro 1.1,sportz executive cng,75878,2021,459000,petrol+cng,1,white,hatchback,manual,2021,5,hyundai_new santro 1.1
delhi,maruti suzuki,swift,zxi amt,31681,2018,483000,petrol,2,white,hatchback,automatic,2018,8,maruti suzuki_swift
delhi,hyundai,verna,fluidic 1.6 vtvt sx,67994,2012,290000,petrol,2,grey,sedan,manual,2012,14,hyundai_verna
delhi,hyundai,grand i10,asta at 1.2 kappa vtvt,27324,2015,381000,petrol,2,silver,hatchback,automatic,2015,11,hyundai_grand i10
delhi,hyundai,elite i20,asta 1.2,111044,2017,456000,petrol,1,red,hatchback,manual,2017,9,hyundai_elite i20
delhi,skoda,superb,l&k tsi at,89364,2017,1338000,petrol,1,grey,sedan,automatic,2017,9,skoda_superb
delhi,toyota,innova crysta,2.4 gx 7 str,6208,2024,2025000,diesel,1,silver,muv,manual,2024,2,toyota_innova crysta
delhi,honda,city,vx,45056,2019,825000,petrol,1,silver,sedan,manual,2019,7,honda_city
delhi,maruti suzuki,eeco,5 str ac (o),23912,2022,492000,petrol,1,white,muv,manual,2022,4,maruti suzuki_eeco
delhi,hyundai,venue,sx 1.0  turbo imt,84672,2022,773000,petrol,1,blue,suv,manual,2022,4,hyundai_venue
delhi,maruti suzuki,ciaz,zeta 1.4 at,67620,2017,607000,petrol,1,grey,sedan,automatic,2017,9,maruti suzuki_ciaz
delhi,hyundai,new santro 1.1,asta mt,38664,2018,422000,petrol,1,golden,hatchback,manual,2018,8,hyundai_new santro 1.1
delhi,hyundai,verna,sx 1.6 vtvt,63102,2019,783000,petrol,1,silver,sedan,manual,2019,7,hyundai_verna
